workerid,gender,lexeme,subject_information.age,neutral_binary,gender_total,party_numeric,party_cat,freq_neutral,freq_male,freq_female,log_rel_freq
1742,female,layperson,19,0,8.9375,4,Democrat,3829,15822,219,-1.4325442721395467
1742,male,firefighter,19,1,8.9375,4,Democrat,100643,15598,75,1.8596401150568989
1742,male,stunt double,19,1,8.9375,4,Democrat,4895,7809,1214,-0.6115625970298899
1742,male,flight attendant,19,1,8.9375,4,Democrat,42113,47553,4895,-0.21946572093989578
1742,female,businessperson,19,0,8.9375,4,Democrat,6653,326423,42745,-4.016183944223057
1742,male,craftsperson,19,0,8.9375,4,Democrat,961,16604,355,-2.870579536373108
1742,female,camera operator,19,1,8.9375,4,Democrat,4258,23906,478,-1.745127613032948
1742,female,salesperson,19,1,8.9375,4,Democrat,14830,45858,2553,-1.1830749044774842
1711,female,businessperson,27,0,25.9125,5,Democrat,6653,326423,42745,-4.016183944223057
1711,female,congressperson,27,0,25.9125,5,Democrat,1150,134553,48088,-5.067760535083254
1711,female,crewmember,27,1,25.9125,5,Democrat,2262,3593,5,-0.46412875783441265
1711,female,stunt double,27,1,25.9125,5,Democrat,4895,7809,1214,-0.6115625970298899
1711,male,layperson,27,1,25.9125,5,Democrat,3829,15822,219,-1.4325442721395467
1711,female,salesperson,27,0,25.9125,5,Democrat,14830,45858,2553,-1.1830749044774842
1711,female,police officer,27,1,25.9125,5,Democrat,540418,106944,7577,1.551584701900588
1711,male,anchor,27,0,25.9125,5,Democrat,26764,5817,517,1.4411257528041224
1711,male,foreperson,27,0,25.9125,5,Democrat,1768,38553,775,-3.1020877691681727
1711,female,meteorologist,27,1,25.9125,5,Democrat,86259,9614,67,2.187189196555766
1711,male,camera operator,27,0,25.9125,5,Democrat,4258,23906,478,-1.745127613032948
1711,male,craftsperson,27,0,25.9125,5,Democrat,961,16604,355,-2.870579536373108
1711,male,flight attendant,27,0,25.9125,5,Democrat,42113,47553,4895,-0.21946572093989578
1711,female,firefighter,27,1,25.9125,5,Democrat,100643,15598,75,1.8596401150568989
1776,male,police officer,33,1,6.25,5,Democrat,540418,106944,7577,1.551584701900588
1776,male,layperson,33,0,6.25,5,Democrat,3829,15822,219,-1.4325442721395467
1776,female,businessperson,33,0,6.25,5,Democrat,6653,326423,42745,-4.016183944223057
1776,female,firefighter,33,1,6.25,5,Democrat,100643,15598,75,1.8596401150568989
1776,male,flight attendant,33,1,6.25,5,Democrat,42113,47553,4895,-0.21946572093989578
1776,male,crewmember,33,1,6.25,5,Democrat,2262,3593,5,-0.46412875783441265
1776,male,meteorologist,33,1,6.25,5,Democrat,86259,9614,67,2.187189196555766
1776,female,anchor,33,0,6.25,5,Democrat,26764,5817,517,1.4411257528041224
1776,male,salesperson,33,0,6.25,5,Democrat,14830,45858,2553,-1.1830749044774842
1776,male,craftsperson,33,0,6.25,5,Democrat,961,16604,355,-2.870579536373108
1776,female,foreperson,33,0,6.25,5,Democrat,1768,38553,775,-3.1020877691681727
1776,female,stunt double,33,1,6.25,5,Democrat,4895,7809,1214,-0.6115625970298899
1776,female,camera operator,33,0,6.25,5,Democrat,4258,23906,478,-1.745127613032948
1776,male,congressperson,33,0,6.25,5,Democrat,1150,134553,48088,-5.067760535083254
1768,female,anchor,24,0,18.475,4,Democrat,26764,5817,517,1.4411257528041224
1768,female,foreperson,24,0,18.475,4,Democrat,1768,38553,775,-3.1020877691681727
1768,female,congressperson,24,0,18.475,4,Democrat,1150,134553,48088,-5.067760535083254
1768,female,salesperson,24,0,18.475,4,Democrat,14830,45858,2553,-1.1830749044774842
1768,female,stunt double,24,1,18.475,4,Democrat,4895,7809,1214,-0.6115625970298899
1768,female,police officer,24,0,18.475,4,Democrat,540418,106944,7577,1.551584701900588
1768,male,businessperson,24,0,18.475,4,Democrat,6653,326423,42745,-4.016183944223057
1768,male,flight attendant,24,1,18.475,4,Democrat,42113,47553,4895,-0.21946572093989578
1768,female,meteorologist,24,1,18.475,4,Democrat,86259,9614,67,2.187189196555766
1768,male,camera operator,24,0,18.475,4,Democrat,4258,23906,478,-1.745127613032948
1768,male,crewmember,24,1,18.475,4,Democrat,2262,3593,5,-0.46412875783441265
1768,female,craftsperson,24,1,18.475,4,Democrat,961,16604,355,-2.870579536373108
1768,male,firefighter,24,1,18.475,4,Democrat,100643,15598,75,1.8596401150568989
1768,male,layperson,24,1,18.475,4,Democrat,3829,15822,219,-1.4325442721395467
1763,male,firefighter,32,0,9.600000000000001,5,Democrat,100643,15598,75,1.8596401150568989
1763,female,flight attendant,32,0,9.600000000000001,5,Democrat,42113,47553,4895,-0.21946572093989578
1763,female,meteorologist,32,1,9.600000000000001,5,Democrat,86259,9614,67,2.187189196555766
1763,female,camera operator,32,1,9.600000000000001,5,Democrat,4258,23906,478,-1.745127613032948
1763,male,anchor,32,0,9.600000000000001,5,Democrat,26764,5817,517,1.4411257528041224
1763,female,stunt double,32,1,9.600000000000001,5,Democrat,4895,7809,1214,-0.6115625970298899
1763,female,craftsperson,32,0,9.600000000000001,5,Democrat,961,16604,355,-2.870579536373108
1763,male,congressperson,32,0,9.600000000000001,5,Democrat,1150,134553,48088,-5.067760535083254
1763,female,crewmember,32,1,9.600000000000001,5,Democrat,2262,3593,5,-0.46412875783441265
1763,male,foreperson,32,0,9.600000000000001,5,Democrat,1768,38553,775,-3.1020877691681727
1763,male,police officer,32,0,9.600000000000001,5,Democrat,540418,106944,7577,1.551584701900588
1763,female,businessperson,32,0,9.600000000000001,5,Democrat,6653,326423,42745,-4.016183944223057
1763,female,layperson,32,1,9.600000000000001,5,Democrat,3829,15822,219,-1.4325442721395467
1763,male,salesperson,32,0,9.600000000000001,5,Democrat,14830,45858,2553,-1.1830749044774842
1703,female,craftsperson,42,1,0,4,Democrat,961,16604,355,-2.870579536373108
1703,female,meteorologist,42,1,0,4,Democrat,86259,9614,67,2.187189196555766
1703,female,foreperson,42,0,0,4,Democrat,1768,38553,775,-3.1020877691681727
1703,male,firefighter,42,1,0,4,Democrat,100643,15598,75,1.8596401150568989
1703,male,layperson,42,0,0,4,Democrat,3829,15822,219,-1.4325442721395467
1703,female,congressperson,42,0,0,4,Democrat,1150,134553,48088,-5.067760535083254
1703,male,camera operator,42,0,0,4,Democrat,4258,23906,478,-1.745127613032948
1703,male,salesperson,42,1,0,4,Democrat,14830,45858,2553,-1.1830749044774842
1703,male,flight attendant,42,1,0,4,Democrat,42113,47553,4895,-0.21946572093989578
1703,male,stunt double,42,1,0,4,Democrat,4895,7809,1214,-0.6115625970298899
1703,female,police officer,42,1,0,4,Democrat,540418,106944,7577,1.551584701900588
1703,female,anchor,42,0,0,4,Democrat,26764,5817,517,1.4411257528041224
1703,female,crewmember,42,1,0,4,Democrat,2262,3593,5,-0.46412875783441265
1703,female,businessperson,42,0,0,4,Democrat,6653,326423,42745,-4.016183944223057
1760,female,flight attendant,23,1,3.8125,3,Independent,42113,47553,4895,-0.21946572093989578
1760,female,anchor,23,1,3.8125,3,Independent,26764,5817,517,1.4411257528041224
1760,female,police officer,23,1,3.8125,3,Independent,540418,106944,7577,1.551584701900588
1760,female,meteorologist,23,1,3.8125,3,Independent,86259,9614,67,2.187189196555766
1760,female,salesperson,23,1,3.8125,3,Independent,14830,45858,2553,-1.1830749044774842
1760,female,congressperson,23,1,3.8125,3,Independent,1150,134553,48088,-5.067760535083254
1760,male,craftsperson,23,1,3.8125,3,Independent,961,16604,355,-2.870579536373108
1760,male,camera operator,23,1,3.8125,3,Independent,4258,23906,478,-1.745127613032948
1760,female,businessperson,23,1,3.8125,3,Independent,6653,326423,42745,-4.016183944223057
1760,female,foreperson,23,1,3.8125,3,Independent,1768,38553,775,-3.1020877691681727
1760,male,stunt double,23,1,3.8125,3,Independent,4895,7809,1214,-0.6115625970298899
1760,male,firefighter,23,1,3.8125,3,Independent,100643,15598,75,1.8596401150568989
1760,male,crewmember,23,1,3.8125,3,Independent,2262,3593,5,-0.46412875783441265
1760,female,layperson,23,1,3.8125,3,Independent,3829,15822,219,-1.4325442721395467
1695,male,police officer,18,1,0.4375,4,Democrat,540418,106944,7577,1.551584701900588
1695,male,businessperson,18,1,0.4375,4,Democrat,6653,326423,42745,-4.016183944223057
1695,female,firefighter,18,1,0.4375,4,Democrat,100643,15598,75,1.8596401150568989
1695,male,flight attendant,18,1,0.4375,4,Democrat,42113,47553,4895,-0.21946572093989578
1695,male,stunt double,18,1,0.4375,4,Democrat,4895,7809,1214,-0.6115625970298899
1695,female,layperson,18,0,0.4375,4,Democrat,3829,15822,219,-1.4325442721395467
1695,female,congressperson,18,0,0.4375,4,Democrat,1150,134553,48088,-5.067760535083254
1695,female,foreperson,18,0,0.4375,4,Democrat,1768,38553,775,-3.1020877691681727
1695,male,meteorologist,18,1,0.4375,4,Democrat,86259,9614,67,2.187189196555766
1695,female,anchor,18,1,0.4375,4,Democrat,26764,5817,517,1.4411257528041224
1695,male,camera operator,18,0,0.4375,4,Democrat,4258,23906,478,-1.745127613032948
1695,female,craftsperson,18,0,0.4375,4,Democrat,961,16604,355,-2.870579536373108
1695,female,crewmember,18,1,0.4375,4,Democrat,2262,3593,5,-0.46412875783441265
1695,male,salesperson,18,1,0.4375,4,Democrat,14830,45858,2553,-1.1830749044774842
1746,male,flight attendant,29,1,3.0625,5,Democrat,42113,47553,4895,-0.21946572093989578
1746,male,camera operator,29,1,3.0625,5,Democrat,4258,23906,478,-1.745127613032948
1746,female,firefighter,29,1,3.0625,5,Democrat,100643,15598,75,1.8596401150568989
1746,female,craftsperson,29,1,3.0625,5,Democrat,961,16604,355,-2.870579536373108
1746,male,meteorologist,29,1,3.0625,5,Democrat,86259,9614,67,2.187189196555766
1746,male,foreperson,29,1,3.0625,5,Democrat,1768,38553,775,-3.1020877691681727
1746,male,police officer,29,1,3.0625,5,Democrat,540418,106944,7577,1.551584701900588
1746,male,anchor,29,1,3.0625,5,Democrat,26764,5817,517,1.4411257528041224
1746,female,layperson,29,1,3.0625,5,Democrat,3829,15822,219,-1.4325442721395467
1746,female,congressperson,29,0,3.0625,5,Democrat,1150,134553,48088,-5.067760535083254
1746,female,crewmember,29,1,3.0625,5,Democrat,2262,3593,5,-0.46412875783441265
1746,female,stunt double,29,1,3.0625,5,Democrat,4895,7809,1214,-0.6115625970298899
1746,male,businessperson,29,1,3.0625,5,Democrat,6653,326423,42745,-4.016183944223057
1746,male,salesperson,29,1,3.0625,5,Democrat,14830,45858,2553,-1.1830749044774842
1749,male,craftsperson,26,0,12.700000000000003,4,Democrat,961,16604,355,-2.870579536373108
1749,male,salesperson,26,0,12.700000000000003,4,Democrat,14830,45858,2553,-1.1830749044774842
1749,male,firefighter,26,1,12.700000000000003,4,Democrat,100643,15598,75,1.8596401150568989
1749,female,stunt double,26,0,12.700000000000003,4,Democrat,4895,7809,1214,-0.6115625970298899
1749,female,anchor,26,1,12.700000000000003,4,Democrat,26764,5817,517,1.4411257528041224
1749,female,congressperson,26,0,12.700000000000003,4,Democrat,1150,134553,48088,-5.067760535083254
1749,female,police officer,26,1,12.700000000000003,4,Democrat,540418,106944,7577,1.551584701900588
1749,female,foreperson,26,0,12.700000000000003,4,Democrat,1768,38553,775,-3.1020877691681727
1749,male,flight attendant,26,1,12.700000000000003,4,Democrat,42113,47553,4895,-0.21946572093989578
1749,female,layperson,26,0,12.700000000000003,4,Democrat,3829,15822,219,-1.4325442721395467
1749,female,camera operator,26,1,12.700000000000003,4,Democrat,4258,23906,478,-1.745127613032948
1749,male,meteorologist,26,0,12.700000000000003,4,Democrat,86259,9614,67,2.187189196555766
1749,female,businessperson,26,0,12.700000000000003,4,Democrat,6653,326423,42745,-4.016183944223057
1749,male,crewmember,26,0,12.700000000000003,4,Democrat,2262,3593,5,-0.46412875783441265
1737,male,salesperson,19,1,8.5,5,Democrat,14830,45858,2553,-1.1830749044774842
1737,female,police officer,19,1,8.5,5,Democrat,540418,106944,7577,1.551584701900588
1737,male,firefighter,19,1,8.5,5,Democrat,100643,15598,75,1.8596401150568989
1737,male,businessperson,19,0,8.5,5,Democrat,6653,326423,42745,-4.016183944223057
1737,male,congressperson,19,0,8.5,5,Democrat,1150,134553,48088,-5.067760535083254
1737,male,foreperson,19,1,8.5,5,Democrat,1768,38553,775,-3.1020877691681727
1737,female,crewmember,19,1,8.5,5,Democrat,2262,3593,5,-0.46412875783441265
1737,male,camera operator,19,0,8.5,5,Democrat,4258,23906,478,-1.745127613032948
1737,female,craftsperson,19,0,8.5,5,Democrat,961,16604,355,-2.870579536373108
1737,female,layperson,19,0,8.5,5,Democrat,3829,15822,219,-1.4325442721395467
1737,female,flight attendant,19,1,8.5,5,Democrat,42113,47553,4895,-0.21946572093989578
1737,female,meteorologist,19,1,8.5,5,Democrat,86259,9614,67,2.187189196555766
1737,female,anchor,19,1,8.5,5,Democrat,26764,5817,517,1.4411257528041224
1737,male,stunt double,19,1,8.5,5,Democrat,4895,7809,1214,-0.6115625970298899
1691,male,salesperson,22,0,12.0625,5,Democrat,14830,45858,2553,-1.1830749044774842
1691,male,flight attendant,22,1,12.0625,5,Democrat,42113,47553,4895,-0.21946572093989578
1691,female,crewmember,22,1,12.0625,5,Democrat,2262,3593,5,-0.46412875783441265
1691,male,stunt double,22,1,12.0625,5,Democrat,4895,7809,1214,-0.6115625970298899
1691,female,camera operator,22,1,12.0625,5,Democrat,4258,23906,478,-1.745127613032948
1691,male,foreperson,22,0,12.0625,5,Democrat,1768,38553,775,-3.1020877691681727
1691,male,businessperson,22,0,12.0625,5,Democrat,6653,326423,42745,-4.016183944223057
1691,male,congressperson,22,0,12.0625,5,Democrat,1150,134553,48088,-5.067760535083254
1691,male,anchor,22,0,12.0625,5,Democrat,26764,5817,517,1.4411257528041224
1691,female,firefighter,22,1,12.0625,5,Democrat,100643,15598,75,1.8596401150568989
1691,female,craftsperson,22,0,12.0625,5,Democrat,961,16604,355,-2.870579536373108
1691,female,meteorologist,22,1,12.0625,5,Democrat,86259,9614,67,2.187189196555766
1691,male,layperson,22,0,12.0625,5,Democrat,3829,15822,219,-1.4325442721395467
1691,female,police officer,22,1,12.0625,5,Democrat,540418,106944,7577,1.551584701900588
1756,male,craftsperson,29,0,0.0625,5,Democrat,961,16604,355,-2.870579536373108
1756,male,police officer,29,1,0.0625,5,Democrat,540418,106944,7577,1.551584701900588
1756,female,camera operator,29,1,0.0625,5,Democrat,4258,23906,478,-1.745127613032948
1756,female,layperson,29,0,0.0625,5,Democrat,3829,15822,219,-1.4325442721395467
1756,male,foreperson,29,0,0.0625,5,Democrat,1768,38553,775,-3.1020877691681727
1756,male,firefighter,29,0,0.0625,5,Democrat,100643,15598,75,1.8596401150568989
1756,female,crewmember,29,1,0.0625,5,Democrat,2262,3593,5,-0.46412875783441265
1756,female,salesperson,29,1,0.0625,5,Democrat,14830,45858,2553,-1.1830749044774842
1756,male,businessperson,29,0,0.0625,5,Democrat,6653,326423,42745,-4.016183944223057
1756,male,flight attendant,29,1,0.0625,5,Democrat,42113,47553,4895,-0.21946572093989578
1756,female,meteorologist,29,1,0.0625,5,Democrat,86259,9614,67,2.187189196555766
1756,female,anchor,29,0,0.0625,5,Democrat,26764,5817,517,1.4411257528041224
1756,female,stunt double,29,1,0.0625,5,Democrat,4895,7809,1214,-0.6115625970298899
1756,male,congressperson,29,0,0.0625,5,Democrat,1150,134553,48088,-5.067760535083254
1757,male,meteorologist,24,0,11.787500000000001,5,Democrat,86259,9614,67,2.187189196555766
1757,male,stunt double,24,0,11.787500000000001,5,Democrat,4895,7809,1214,-0.6115625970298899
1757,female,craftsperson,24,0,11.787500000000001,5,Democrat,961,16604,355,-2.870579536373108
1757,female,congressperson,24,0,11.787500000000001,5,Democrat,1150,134553,48088,-5.067760535083254
1757,female,foreperson,24,0,11.787500000000001,5,Democrat,1768,38553,775,-3.1020877691681727
1757,male,crewmember,24,0,11.787500000000001,5,Democrat,2262,3593,5,-0.46412875783441265
1757,male,layperson,24,0,11.787500000000001,5,Democrat,3829,15822,219,-1.4325442721395467
1757,male,police officer,24,0,11.787500000000001,5,Democrat,540418,106944,7577,1.551584701900588
1757,female,businessperson,24,0,11.787500000000001,5,Democrat,6653,326423,42745,-4.016183944223057
1757,female,firefighter,24,1,11.787500000000001,5,Democrat,100643,15598,75,1.8596401150568989
1757,male,camera operator,24,0,11.787500000000001,5,Democrat,4258,23906,478,-1.745127613032948
1757,female,anchor,24,0,11.787500000000001,5,Democrat,26764,5817,517,1.4411257528041224
1757,female,flight attendant,24,1,11.787500000000001,5,Democrat,42113,47553,4895,-0.21946572093989578
1757,male,salesperson,24,0,11.787500000000001,5,Democrat,14830,45858,2553,-1.1830749044774842
1665,female,layperson,24,0,14.0625,4,Democrat,3829,15822,219,-1.4325442721395467
1665,male,stunt double,24,1,14.0625,4,Democrat,4895,7809,1214,-0.6115625970298899
1665,female,flight attendant,24,0,14.0625,4,Democrat,42113,47553,4895,-0.21946572093989578
1665,male,salesperson,24,0,14.0625,4,Democrat,14830,45858,2553,-1.1830749044774842
1665,male,craftsperson,24,0,14.0625,4,Democrat,961,16604,355,-2.870579536373108
1665,female,businessperson,24,0,14.0625,4,Democrat,6653,326423,42745,-4.016183944223057
1665,male,police officer,24,0,14.0625,4,Democrat,540418,106944,7577,1.551584701900588
1665,female,congressperson,24,0,14.0625,4,Democrat,1150,134553,48088,-5.067760535083254
1665,female,camera operator,24,0,14.0625,4,Democrat,4258,23906,478,-1.745127613032948
1665,female,foreperson,24,0,14.0625,4,Democrat,1768,38553,775,-3.1020877691681727
1665,female,anchor,24,0,14.0625,4,Democrat,26764,5817,517,1.4411257528041224
1665,male,crewmember,24,0,14.0625,4,Democrat,2262,3593,5,-0.46412875783441265
1665,female,meteorologist,24,1,14.0625,4,Democrat,86259,9614,67,2.187189196555766
1665,male,firefighter,24,0,14.0625,4,Democrat,100643,15598,75,1.8596401150568989
1738,male,anchor,32,0,23.875,4,Democrat,26764,5817,517,1.4411257528041224
1738,female,congressperson,32,0,23.875,4,Democrat,1150,134553,48088,-5.067760535083254
1738,female,stunt double,32,0,23.875,4,Democrat,4895,7809,1214,-0.6115625970298899
1738,male,businessperson,32,0,23.875,4,Democrat,6653,326423,42745,-4.016183944223057
1738,male,foreperson,32,0,23.875,4,Democrat,1768,38553,775,-3.1020877691681727
1738,male,flight attendant,32,1,23.875,4,Democrat,42113,47553,4895,-0.21946572093989578
1738,female,craftsperson,32,0,23.875,4,Democrat,961,16604,355,-2.870579536373108
1738,female,camera operator,32,0,23.875,4,Democrat,4258,23906,478,-1.745127613032948
1738,female,salesperson,32,0,23.875,4,Democrat,14830,45858,2553,-1.1830749044774842
1738,female,police officer,32,0,23.875,4,Democrat,540418,106944,7577,1.551584701900588
1738,male,meteorologist,32,1,23.875,4,Democrat,86259,9614,67,2.187189196555766
1738,female,firefighter,32,1,23.875,4,Democrat,100643,15598,75,1.8596401150568989
1738,female,crewmember,32,0,23.875,4,Democrat,2262,3593,5,-0.46412875783441265
1738,female,layperson,32,1,23.875,4,Democrat,3829,15822,219,-1.4325442721395467
1765,female,flight attendant,30,1,5.537500000000001,5,Democrat,42113,47553,4895,-0.21946572093989578
1765,male,police officer,30,1,5.537500000000001,5,Democrat,540418,106944,7577,1.551584701900588
1765,male,stunt double,30,1,5.537500000000001,5,Democrat,4895,7809,1214,-0.6115625970298899
1765,female,crewmember,30,1,5.537500000000001,5,Democrat,2262,3593,5,-0.46412875783441265
1765,female,salesperson,30,1,5.537500000000001,5,Democrat,14830,45858,2553,-1.1830749044774842
1765,male,meteorologist,30,1,5.537500000000001,5,Democrat,86259,9614,67,2.187189196555766
1765,female,camera operator,30,1,5.537500000000001,5,Democrat,4258,23906,478,-1.745127613032948
1765,male,foreperson,30,0,5.537500000000001,5,Democrat,1768,38553,775,-3.1020877691681727
1765,male,anchor,30,0,5.537500000000001,5,Democrat,26764,5817,517,1.4411257528041224
1765,male,businessperson,30,0,5.537500000000001,5,Democrat,6653,326423,42745,-4.016183944223057
1765,female,congressperson,30,0,5.537500000000001,5,Democrat,1150,134553,48088,-5.067760535083254
1765,male,craftsperson,30,0,5.537500000000001,5,Democrat,961,16604,355,-2.870579536373108
1765,female,layperson,30,1,5.537500000000001,5,Democrat,3829,15822,219,-1.4325442721395467
1765,female,firefighter,30,1,5.537500000000001,5,Democrat,100643,15598,75,1.8596401150568989
1693,female,salesperson,20,0,4.337499999999999,5,Democrat,14830,45858,2553,-1.1830749044774842
1693,female,meteorologist,20,1,4.337499999999999,5,Democrat,86259,9614,67,2.187189196555766
1693,female,firefighter,20,1,4.337499999999999,5,Democrat,100643,15598,75,1.8596401150568989
1693,male,stunt double,20,1,4.337499999999999,5,Democrat,4895,7809,1214,-0.6115625970298899
1693,female,anchor,20,0,4.337499999999999,5,Democrat,26764,5817,517,1.4411257528041224
1693,male,layperson,20,1,4.337499999999999,5,Democrat,3829,15822,219,-1.4325442721395467
1693,male,foreperson,20,0,4.337499999999999,5,Democrat,1768,38553,775,-3.1020877691681727
1693,male,flight attendant,20,1,4.337499999999999,5,Democrat,42113,47553,4895,-0.21946572093989578
1693,male,businessperson,20,0,4.337499999999999,5,Democrat,6653,326423,42745,-4.016183944223057
1693,female,craftsperson,20,1,4.337499999999999,5,Democrat,961,16604,355,-2.870579536373108
1693,male,police officer,20,0,4.337499999999999,5,Democrat,540418,106944,7577,1.551584701900588
1693,male,congressperson,20,1,4.337499999999999,5,Democrat,1150,134553,48088,-5.067760535083254
1693,female,camera operator,20,1,4.337499999999999,5,Democrat,4258,23906,478,-1.745127613032948
1693,female,crewmember,20,1,4.337499999999999,5,Democrat,2262,3593,5,-0.46412875783441265
1714,female,stunt double,22,0,21.512500000000003,4,Democrat,4895,7809,1214,-0.6115625970298899
1714,female,anchor,22,1,21.512500000000003,4,Democrat,26764,5817,517,1.4411257528041224
1714,male,camera operator,22,0,21.512500000000003,4,Democrat,4258,23906,478,-1.745127613032948
1714,female,layperson,22,0,21.512500000000003,4,Democrat,3829,15822,219,-1.4325442721395467
1714,male,businessperson,22,0,21.512500000000003,4,Democrat,6653,326423,42745,-4.016183944223057
1714,male,foreperson,22,0,21.512500000000003,4,Democrat,1768,38553,775,-3.1020877691681727
1714,female,firefighter,22,1,21.512500000000003,4,Democrat,100643,15598,75,1.8596401150568989
1714,male,craftsperson,22,0,21.512500000000003,4,Democrat,961,16604,355,-2.870579536373108
1714,male,salesperson,22,0,21.512500000000003,4,Democrat,14830,45858,2553,-1.1830749044774842
1714,female,meteorologist,22,1,21.512500000000003,4,Democrat,86259,9614,67,2.187189196555766
1714,male,crewmember,22,1,21.512500000000003,4,Democrat,2262,3593,5,-0.46412875783441265
1714,male,flight attendant,22,1,21.512500000000003,4,Democrat,42113,47553,4895,-0.21946572093989578
1714,female,congressperson,22,0,21.512500000000003,4,Democrat,1150,134553,48088,-5.067760535083254
1714,female,police officer,22,1,21.512500000000003,4,Democrat,540418,106944,7577,1.551584701900588
1723,male,flight attendant,21,0,17.637500000000003,4,Democrat,42113,47553,4895,-0.21946572093989578
1723,female,police officer,21,1,17.637500000000003,4,Democrat,540418,106944,7577,1.551584701900588
1723,male,layperson,21,0,17.637500000000003,4,Democrat,3829,15822,219,-1.4325442721395467
1723,female,businessperson,21,0,17.637500000000003,4,Democrat,6653,326423,42745,-4.016183944223057
1723,female,congressperson,21,0,17.637500000000003,4,Democrat,1150,134553,48088,-5.067760535083254
1723,female,salesperson,21,1,17.637500000000003,4,Democrat,14830,45858,2553,-1.1830749044774842
1723,female,foreperson,21,0,17.637500000000003,4,Democrat,1768,38553,775,-3.1020877691681727
1723,female,anchor,21,1,17.637500000000003,4,Democrat,26764,5817,517,1.4411257528041224
1723,male,craftsperson,21,0,17.637500000000003,4,Democrat,961,16604,355,-2.870579536373108
1723,male,camera operator,21,1,17.637500000000003,4,Democrat,4258,23906,478,-1.745127613032948
1723,male,crewmember,21,1,17.637500000000003,4,Democrat,2262,3593,5,-0.46412875783441265
1723,male,firefighter,21,1,17.637500000000003,4,Democrat,100643,15598,75,1.8596401150568989
1723,male,stunt double,21,1,17.637500000000003,4,Democrat,4895,7809,1214,-0.6115625970298899
1723,male,meteorologist,21,0,17.637500000000003,4,Democrat,86259,9614,67,2.187189196555766
1708,male,flight attendant,21,0,32.625,4,Democrat,42113,47553,4895,-0.21946572093989578
1708,male,police officer,21,1,32.625,4,Democrat,540418,106944,7577,1.551584701900588
1708,male,camera operator,21,0,32.625,4,Democrat,4258,23906,478,-1.745127613032948
1708,female,stunt double,21,1,32.625,4,Democrat,4895,7809,1214,-0.6115625970298899
1708,female,anchor,21,1,32.625,4,Democrat,26764,5817,517,1.4411257528041224
1708,male,foreperson,21,0,32.625,4,Democrat,1768,38553,775,-3.1020877691681727
1708,female,craftsperson,21,0,32.625,4,Democrat,961,16604,355,-2.870579536373108
1708,female,congressperson,21,0,32.625,4,Democrat,1150,134553,48088,-5.067760535083254
1708,female,firefighter,21,0,32.625,4,Democrat,100643,15598,75,1.8596401150568989
1708,female,businessperson,21,0,32.625,4,Democrat,6653,326423,42745,-4.016183944223057
1708,male,meteorologist,21,0,32.625,4,Democrat,86259,9614,67,2.187189196555766
1708,male,crewmember,21,1,32.625,4,Democrat,2262,3593,5,-0.46412875783441265
1708,male,layperson,21,1,32.625,4,Democrat,3829,15822,219,-1.4325442721395467
1708,male,salesperson,21,0,32.625,4,Democrat,14830,45858,2553,-1.1830749044774842
1740,female,police officer,27,1,7.5,4,Democrat,540418,106944,7577,1.551584701900588
1740,male,camera operator,27,0,7.5,4,Democrat,4258,23906,478,-1.745127613032948
1740,female,crewmember,27,1,7.5,4,Democrat,2262,3593,5,-0.46412875783441265
1740,female,salesperson,27,1,7.5,4,Democrat,14830,45858,2553,-1.1830749044774842
1740,male,congressperson,27,0,7.5,4,Democrat,1150,134553,48088,-5.067760535083254
1740,male,flight attendant,27,1,7.5,4,Democrat,42113,47553,4895,-0.21946572093989578
1740,female,firefighter,27,1,7.5,4,Democrat,100643,15598,75,1.8596401150568989
1740,female,craftsperson,27,0,7.5,4,Democrat,961,16604,355,-2.870579536373108
1740,female,meteorologist,27,1,7.5,4,Democrat,86259,9614,67,2.187189196555766
1740,female,layperson,27,0,7.5,4,Democrat,3829,15822,219,-1.4325442721395467
1740,male,businessperson,27,0,7.5,4,Democrat,6653,326423,42745,-4.016183944223057
1740,male,foreperson,27,0,7.5,4,Democrat,1768,38553,775,-3.1020877691681727
1740,male,stunt double,27,1,7.5,4,Democrat,4895,7809,1214,-0.6115625970298899
1740,male,anchor,27,0,7.5,4,Democrat,26764,5817,517,1.4411257528041224
1732,female,crewmember,25,1,10.537500000000001,5,Democrat,2262,3593,5,-0.46412875783441265
1732,male,stunt double,25,1,10.537500000000001,5,Democrat,4895,7809,1214,-0.6115625970298899
1732,male,foreperson,25,0,10.537500000000001,5,Democrat,1768,38553,775,-3.1020877691681727
1732,female,anchor,25,1,10.537500000000001,5,Democrat,26764,5817,517,1.4411257528041224
1732,female,police officer,25,1,10.537500000000001,5,Democrat,540418,106944,7577,1.551584701900588
1732,male,camera operator,25,1,10.537500000000001,5,Democrat,4258,23906,478,-1.745127613032948
1732,male,flight attendant,25,1,10.537500000000001,5,Democrat,42113,47553,4895,-0.21946572093989578
1732,female,salesperson,25,1,10.537500000000001,5,Democrat,14830,45858,2553,-1.1830749044774842
1732,female,meteorologist,25,1,10.537500000000001,5,Democrat,86259,9614,67,2.187189196555766
1732,female,layperson,25,0,10.537500000000001,5,Democrat,3829,15822,219,-1.4325442721395467
1732,female,congressperson,25,0,10.537500000000001,5,Democrat,1150,134553,48088,-5.067760535083254
1732,male,firefighter,25,1,10.537500000000001,5,Democrat,100643,15598,75,1.8596401150568989
